license_num,historicallicensenum,status,business_name,dba_name,location_comments,applicant,manager,evening_phone,address,Neighborhood,gpsx,gpsy
LB-98937,CV7AL0056,Active,"THE NEXT PLACE, LLC",THE GREATEST BAR,"In one room on the first floor; one room & kitchen on the second floor; one third floor; basement for storage, food and prep area.  Capacity breakdown: 1st fl - 150; mezzanine - 40; 2nd fl - 100; 3rd fl - 150."," THE NEXT PLACE, LLC", WILLIAM FAIRWEATHER,(617)851-6635,262-266   Friend ST,Boston,774688.7392,2958183.282
LB-99005,CV7AL0133,Active,"DONATO & GIANNI, LLC",IL MOLO,Three (3) rooms and kitchen on basement level.," DONATO & GIANNI, LLC",DONATO FRATTAROLI,,326-328   Commercial ST,Boston,777395.0571,2958499.833
LB-99032,CV7AL0164,Active,GALMIKE CORP.,HARP & BARD,"Side entrance 34 Savin Hill Ave., rear entrance for stock; in two rooms and kitchen first floor; cellar for stock.", GALMIKE CORP., MICHAEL J. GALVIN,265-2893,1099-  Dorchester AVE,Dorchester,775870,2939420
LB-99799,CV7MWL0152,Active,CALAMARI WATERFRONT CORP.,THE DAILY CATCH,, CALAMARI WATERFRONT CORP., Louis Freddura,,65-   Atlantic AVE,Boston,777443.0512,2957596.299
LB-98913,CV7AL0025,Active,"BARVOLPE, LLC",BAR VOLPE,," BARVOLPE, LLC", KAREN AKUNOWICZ,(203)247-5613,170- W Broadway ,South Boston,777055.6193,2949427.424
LB-99039,CV7AL0175,Active,"BIG NIGHT VENUES BOSTON 5, LLC",,," BIG NIGHT VENUES BOSTON 5, LLC", JAMES POLLOCK,,186-  Tremont ST,Boston,773976.1337,2953780.971
LB-99398,CV7AL0596,Active,"SEAPOINT, INC.",THE SEAPOINT,"In one room on the first floor, kitchen in the rear, One dining room on the second floor, cellar for stock.  "," SEAPOINT, INC.", Mona Connolly-Casper,,367- E Eighth ST,South Boston,778834.3333,2946018.479
LB-98973,CV7AL0094,Active,"BDGA, LLC",,"In one room on the first floor; basement for stock, kitchen, restrooms office, function rooms and outside patio for 60 patrons seated or 180 patrons standing."," BDGA, LLC", NICHOLAS FRATTAROLI,,69-   Canal ST,Boston,775251.8015,2958003.969
LB-99150,CV7AL0303,Active,"Flatbread Boston Landing, LLC",FLATBREAD COMPANY,"Ten story commercial building, with the mezzanine level and first floor to be licensed in two rooms, with storage and an office (approximately 12,439 square feet), and an outdoor seasonal (April - October) patio on public property (approximately 810 square feet) with a closing hour of 11:00 PM."," FLATBREAD BOSTON LANDING, LLC", THOMAS JAMES KEANE,,76-  Guest ST,Brighton,752200.9923,2955461.249
LB-99257,CV7AL0424,Active,"CILL DARA, INC.",Eugene O'Neill's,," CILL DARA, INC.", MELISSA HUNT,,3700-   Washington ST,Jamaica Plain,760912.1621,2934778.726
LB-99763,CV7MWL0093,Active,"Dailongy Hot Pot, Inc.",Dynasty Restaurant,, Dailongy Hot Pot Inc., Limin Chen,6178756789,14-  Hudson ST,Boston,775130.3425,2953102.136
LB-101864,RETAL0037,Active,"JPK LIQUORS, INC.",BUNKER HILL LIQUORS,In one room on the first floor with rear room and basement for stock.," JPK LIQUORS, INC.", EILEEN J. KELLY,(617)242-9567,200-200A   Bunker Hill ST,Charlestown,,
LB-101863,RETAL0034,Active,"STONY BROOK WINE & SPIRITS, INC.",,In one room on the first floor with two rear rooms for stock.," STONY BROOK WINE & SPIRITS, INC.", CHRISTOS S. STAMATOS,(617)594-2830,78-80   Boylston ST,Jamaica Plain,,
LB-99590,CV7MW0282,Active,"Noodle Barn, Inc.",NOODLE BARN,"In one room, kitchen area and raw bar on the street level, storage in the rear"," NOODLE BARN, INC.", PAMISA UDOMRATANAKOSON,(617)522-2299,707-   Centre ST,Jamaica Plain,760393,2938750
LB-99683,CV7MW0531,Active,"JNK, INC.",FISH MARKET,APPROXIMATELY 609 SQUARE FEET OF SPACE.  19 SEATS IN THE DINING ROOM.  7 AT THE SUSHI BAR AND 12 AT THE TABLES.  KITCHEN IN THE BACK OF THE SPACE.," JNK, Inc.", QUI PHU NGUYEN,,170-   Brighton AVE,Allston,755373,2953840
LB-99142,CV7AL0292,Active,"CAPITAL GRILLE HOLDINGS, INC.",THE CAPITAL GRILLE,"ON ONE FLOOR WITHIN THE HYNES CONVENTION CENTER WITH ROOMS FOR DINING AND BAR, KITCHEN AND STORAGE.  MAIN ENTRANCE/EXIT LOCATED ON BOYLSTON STREET WITH ADDITIONAL ENTRANCES/EXITS LOCATED ON DALTON STREET AND THROUGH THE HYNES CONVENTION CENTER.  ALSO TO INCLUDE AN OUTDOOR PATIO FOR 32 PATRONS ON PRI"," CAPITAL GRILLE HOLDINGS, INC.", CHRISTOPHER W. SCOTT,(781)356-8234,900-  Boylston ST,Boston,768527.1344,2951949.147
LB-101859,RETAL0027,Active,"ENA LIQUORS, INC",BROTHERS SUPER LIQUORS,Rear door on Norton Street; in one room on the first floor with rear room and cellar for stock.," ENA LIQUORS, INC", EDUARDO FERNANDEZ,,213-  Bowdoin ST,Dorchester,773130.4541,2936641.327
LB-101857,RETAL0025,Active,"BROTHER'S SUPER LIQUORS, INC.",,In two rooms on first floor; basement for stock.," BROTHER'S SUPER LIQUORS, INC.", NELSON FERNANDEZ,6172658840,740-742   Blue Hill AVE,Dorchester,768145,2934510
LB-99023,CV7AL0155,Active,"ORFANO, LLC",ORFANO,," ORFANO, LLC", TIFFANI E. FAISON,,1390-1420  Boylston ST,Boston,763823.7204,2950325.55
LB-99307,CV7AL0483,Active,"PARIS ENTERTAINMENT, INC.",KAZE SHABU SHABU,"In one room on first floor; One room and office with kitchen on the 2nd. floor; Basement for stock, Separated interior stairway in rear for emergency exit.  Capacity breakdown: 1st fl - 108; 2nd fl - 102."," PARIS ENTERTAINMENT, INC.", YANCI LI,(617)773-7214,1-  Harrison AVE,Boston,774679.9392,2953734.005
LB-99321,CV7AL0499,Active,"SB & G, INC.",PORTER'S BAR AND GRILL,"In one room with kitchen, entrance on Portland Street; exits into the building."," SB & G, INC.", Scott Nogueira,(617)742-0028,179-  Portland ST,Boston,774660.46,2958111.708
LB-99645,CV7MW0450,Active,Qdoba Restaurant Corporation,QDOBA MEXICAN EATS,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR AND STORAGE IN THE BASEMENT; WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 32 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.   DPW LAND, QDOBA RESTAURANT CORPORATION, FRANCISCO DIAZ,(617)406-8714,17-23   Forsyth ST,Boston,766742.3364,2949228.793
LB-99773,CV7MWL0120,Active,"Suishaya, Inc.",Waku Waku,"ONE ROOM ON FIRST FLOOR WITH KITCHEN IN REAR, FRONT DOOR ON TYLER STREET WITH ADDITIONAL EXIT ON BEACH STREET; BASEMENT FOR STORAGE AND PREPARATION. "," Suishaya, Inc.", HENRY WONG,,2-   Tyler ST,Boston,775003.0014,2953316.128
LB-99866,CV7MWR0042,Active,Qdoba Restaurant Corporation,QDOBA MEXICAN EATS,"A RESTAURANT LOCATED ON THE FIRST FLOOR WITH ONE MAIN ENTRANCE/EXIT AND ADDITIONAL SIDE EXITS, WITH KITCHEN AND STORAGE IN THE REAR.  101/105 CAUSEWAY STREET, BOSTON, MA  02114", QDOBA RESTAURANT CORPORATION, FRANCISCO DIAZ,(617)406-8714,101-  Causeway ST,Boston,774577.3937,2958288.394
LB-99760,CV7MWL0090,Active,"ROCCO'S CUCINA AND BAR, INC.","ROCCO'S CUCINA AND BAR, INC.","ONE DINING ROOM ON FIRST FLOOR WITH KITCHEN, STORAGE ROOM AT THE REAR OF THE PREMISIS, ENTRANCE AT 450 COMMERCIAL STREET."," ROCCO'S CUCINA AND BAR, INC.", ROCCO ZAGARELLA,(781)233-0186,450     Commercial ST,Boston,776869.817,2959196.781
LB-99547,CV7MW0126,Active,"PANDA SPICY POT, INC.",MALA RESTAURANT,"In one room on the street level consisting of a dining area, kitchen and storage area; basement for storage"," PANDA SPICY POT, INC.", BIAO HUANG,,129-   Brighton AVE,Allston,755876,2953910
LB-98802,CLBAL0030,Active,"EMERALD SOCIETY OF THE BPD, INC.",,In one room on the first floor with storage in the basement.," EMERALD SOCIETY OF THE BPD, INC.", ROBERT J. WELBY,(617)778-8686,10-  Birch ST,Roslindale,756362.3476,2929802.373
LB-99299,CV7AL0473,Active,"CROKE PARK, INC.",CROKE PARK,Emergency exit; in two rooms on first floor; cellar for stock.," CROKE PARK, INC.", TIMOTHY P. O'CALLAGHAN,(617)842-2203,268- W Broadway ,South Boston,777507,2948980
LB-101870,RETAL0045,Active,"144 HARVARD STREET LIQUOR, INC.",GIGI'S,In two rooms on the first floor for sales to patrons; four rooms on mezzanine level for stock; basement for stock; with entrance at 144 Harvard Street; and rear and side emergency exits.," 144 HARVARD STREET LIQUOR, INC.", THERESA BARROS,(617)288-7139,144     Harvard ST,Dorchester,769592.7015,2933234.519
LB-102018,RETMW0028,Active,JOSE P. FIDALGO AND JORGE P. FIDALGO,F.T. DAVIS SUPERMARKET,Entrance and exit on Dudley Street; in one room on the first floor; basement for stock., JOSE P. FIDALGO AND JORGE P. FIDALGO, JORGE  P. FIDALGO,,438-   Dudley ST,Roxbury,771371,2943440
LB-98888,CV7AL0001,Active,THE TWELVE BENS,,"In one room on first floor with kitchen, with storage in the basement.  Capacity breakdown: 1st fl - 145; 2nd fl - 140.", THE TWELVE BENS, MICHAEL P. MANNION,(617)287-1331,315-   Adams ST,Dorchester,775857,2934150
LB-98896,CV7AL0009,Active,"99 RESTAURANTS OF BOSTON, LLC",99 RESTAURANT & PUB,"One room, with separate kitchen, office , storage room  & kitchen on  first floor."," 99 RESTAURANTS OF BOSTON, LLC", Christopher Ross Nyhan,(978)664-6335,29-31  Austin ST,Charlestown,773164.8605,2961916.351
LB-98902,CV7AL0014,Active,"MILE 22, INC.",CITYSIDE IN THE CIRCLE,In two rooms and kitchen on the first floor; one room on the second floor; cellar for stock with a seasonal dining area on the outside deck.  CAPACITY BREAKDOWN: 1st floor maximum capacity 100.  2nd floor maximum capacity 140.," MILE 22, INC.", MARK STANDISH,(781)389-4325,1958-1960   BEACON ST,BRIGHTON,0,0
LB-98930,CV7AL0049,Active,NANDO 393 HANOVER INC. ,NANDO'S TRATTORIA,"In one large room on first floor with seating areas and bar (seating capacity of 42), kitchen and restrooms in rear, basement for storage and food preparation.  Total square footage 2,000 SF. There is one entrance and two exits. Closing hour 1:00 AM Friday-Saturday, 12:00 AM Sunday-Thursday. "," Nando 393 Hanover, Inc.", Palmira Giangregorio Firicano,(617)437-6316,391-395   Hanover ST,Boston,776987.462,2958406.585
LB-99057,CV7AL0193,Active,JABC CORP.,,"658,660 E.Broadway; rear entrance of 658 E.Broadway for stock; bulkhead entrance cellar at 660 E. Broadway 2 rooms and kitchen first floor; cellar for stock.", JABC CORP., JULIAN W. BOLGER,(617)513-9879,658-660 E Broadway ,South Boston,781065.1961,2947769.974
LB-102023,RETMW0035,Active,"Huntington Avenue Market, Inc.",HUNTINGTON MARKET,," Huntington Avenue Market, Inc.", Charvak P. Karpe,,818-820  Huntington AVE,Boston,762136.9708,2946646.346
LB-99114,CV7AL0260,Active,HP BOSTON PARTNERS LLC,HYATT PLACE BOSTON-SEAPORT DISTRICT,, HP BOSTON PARTNERS LLC, MARCOS PITEIRA GATO,,295-  Northern AV,Boston,781386.7476,2952049.743
LB-99180,CV7AL0339,Active,"NAUTILUS BOSTON, LLC",THE NAUTILUS,"In one large room on first floor with kitchen, bar, dining area and restrooms, with private dining area, and with seasonal (April-November) outdoor patio on private property (1,300sf)."," NAUTILUS BOSTON, LLC", STEPHEN BOWLER,,300-  Pier 4 BL,Boston,779925.8961,2953839.441
LB-99337,CV7AL0519,Active,"75 ARLINGTON STREET, INC.",DAVIO'S RESTAURANT,"4 ROOMS, KITCHEN, STORAGE ROOM ON 1ST FLOOR; EXIT/ENTRANCEONTO ARLINGTON STREET, 2 EXITS/ENTRANCES INTO LOBBY OF BUILDING: ENTRANCE/EXIT FOR TAKE OUT DELIVERY AND TO INCLUDE THE ""ENTIRE EAST AND WEST LOBBIES""."," 75 ARLINGTON STREET, INC.", STEVEN DIFILLIPPO,6177974810,75-   Arlington ST,Boston,772303.6015,2953109.226
LB-99555,CV7MW0161,Active,"SYMPHONY EXCHANGE, INC.",THE GINGER EXCHANGE,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN AND STORAGE IN THE REAR."," SYMPHONY EXCHANGE, INC.", KENNETH CHAN,(617)875-6789,250-   Huntington AVE,Boston,768353,2950000
LB-101907,RETAL0098,Active,"Sisters Markets, Inc. ",Deluca's Market,"One room first floor, two rooms basement and one room basement for stock"," Sisters Markets, Inc.", Victoria Aiello,,239-  Newbury ST,Boston,769039.8265,2952772.32
LB-99561,CV7MW0188,Active,"SHIAWASE, INC.",MOKO JAPANESE RESTAURANT,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN IN REAR; ENTRANCES AT FRONT AND REAR; CELLAR FOR STOCK.," SHIAWASE, INC.", JOY LEE,,674- E Broadway ,South Boston,781196.4731,2947729.397
LB-99717,CV7MWL0024,Active,"CARLO'S CUCINA 02134, INC.",CARLO'S CUCINA ITALIANA,"IN ONE ROOM WITH KITCHEN ON THE GROUND FLOOR, STORAGE IN BASEMENT."," CARLO'S CUCINA 02134, INC.", BRYANT RODRIGUEZ,,131-   Brighton AVE,Allston,755865,2953910
LB-99058,CV7AL0194,Active,"JAMES ASSOCIATES, INC.",THE BROADWAY,"Two story building: first floor consisting of bar, kitchen, dining room, bathrooms, four egress (8,425 sq/ft); Second Floor; offices (2,091 sq/ft); Basement consisting of restrooms and storage (2,311 sq/ft). Total sq/ft 12,827."," JAMES ASSOCIATES, INC.", Matthew Virzi,(617)566-3854,734- E Broadway ,South Boston,781638.25,2947725.394
LB-99060,CV7AL0196,Active,"WOODS L STREET TAVERN, INC.",WOODS L STREET TAVERN,In one room on first floor with cellar for stock.," WOODS L STREET TAVERN, INC."," JOHN F. WOODS, JR.",(617)268-9264,658   E Eighth ST,South Boston,781775.2363,2946212.878
LB-99748,CV7MWL0076,Active,"CAFF DELLO SPORT, INC.",CAFFE DELLO SPORT,"IN ONE ROOM, PREP AREA AND STORAGE ON THE FIRST FLOOR"," CAFF DELLO SPORT, INC.", ANGELO CATTANEO,(617)962-2541,308     Hanover ST,Boston,776656.6001,2958109.665
LB-101917,RETAL0114,Active,"LP LIQUOR, INC.",BROTHERS WINE & SPIRITS,Rear entrance for stock; One room first floor; Cellar for stock.," LP LIQUOR, INC.", SOPHEA POCH,,616-   Shawmut AVE,Roxbury,769581.9151,2947530.87
LB-99771,CV7MWL0116,Active,HIGHLINE LLC,nathalie,"1,109 sf: In one room on first/ground floor, with bar; food preparation, storage and restrooms in rear of premises. One main entrance/exit Brookline Avenue. 205 sf seasonal outdoor patio on private property, April-October. (Total sf = 1,314).", HIGHLINE LLC, HALEY LYNN FORTIER,,186-  Brookline AV,Boston,763843.8559,2950565.898
LB-101953,RETAL0167,Active,"Sister's Markets, Inc.",Deluca's Market,Rear and side exits for emergency; at 7-11 Charles St. and Rear and Front exits at 13-15 Charles St. Two rooms first floor at 7-11 Charles St. - Four rooms and storage in basement at 7-11 Charles St. & 13-15 Charles Street.," Sisters Markets, Inc.", Caroline Aiello,(617)227-2117,7-11  Charles ST,Boston,772564.1799,2955233.594
LB-99433,CV7AL0635,Active,"SC Commons, LLC",SHAKING CRAB,"IN ONE ROOM ON FIRST FLOOR FOR CAFE/BAR; DINING ROOM AND KITCHEN ON SECOND FLOOR; PREP/DISHWASHING AREA IN BASEMENT; MAIN ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN BASEMENT.  Capacity breakdown: 1st fl - 66, 2nd fl - 50."," SC COMMONS, LLC", NICHOLAS XI WU,,140-   Boylston ST,Boston,773419.719,2953697.96
LB-99014,CV7AL0143,Active,"VINCRU, CORP.",Troquet,"In one room on the first floor, kitchen and storage in the rear.  Total sq. foot:  5,000.  Number of entrances: 3"," VINCRU, CORP.", CHRISTOPHER DOUGLAS CAMPBELL,,107     South ST,Boston,775680.9892,2953399.278
LB-101928,RETAL0129,Active,"NARNARAYAN LIQUORS, INC.",TOWN LINE LIQUORS,"Approximately, 5,000 square feet with a front entrance facing VFW Parkway and an exit at the rear of the building.  With a 10:00 p.m. closing hour."," NARNARAYAN LIQUORS, INC.", DIMPLEBEN N. PATEL,(508)817-6908,1524-  VFW PKWY,West Roxbury,745382.4981,2922968.544
LB-101929,RETAL0130,Active,"BROTHER'S SUPER LIQUORS II, INC.",,"In one room on the first floor with rear room, side room and basement for stock."," BROTHER'S SUPER LIQUORS II, INC.", GERMAN FERNANDEZ,6175938480,368-  Warren ST,Roxbury,769357.8767,2941311.194
LB-99796,CV7MWL0149,Active,THE TASTING ROOM LLC,TASTE WINE BAR & CAFE,"In one large room (4 dining areas), kitchen and storage on ground floor, entrance on Summer Street and emergency exits through common building lobby to Bedford Street.", THE TASTING ROOM LLC, CHRISTOPHER HSI,,101-  Summer ST,Boston,775581.6041,2954211.36
LB-99612,CV7MW0377,Active,"LAS PALMAS MARKET, INC.",EL PALMAR RESTAURANT,"In one room on the first floor; kitchen in the rear, storage in the basement."," LAS PALMAS MARKET, INC.", WILFREDO PALMA PLEITEZ,,290-   Bennington ST,East Boston,783537.3576,2963495.775
LB-101939,RETAL0142,Active,"CODMAN SQUARE LIQUORS, LLC",CROWN LIQUORS II,Rear entrance for stock; One room first floor; Rear room and cellar for stock.," CODMAN SQUARE LIQOURS, LLC", GEORGE J. STAMATOS,,571-  Washington ST,Dorchester,771968.2717,2931588.19
LB-102061,RETMW0092,Active,JAM SESSION LLC,AMERICAN PROVISIONS,RETAIL SPACE APPROXIMATELY 1000 SF WITH TWO EXITS.  THE EXITS ARE LOCATED AT THE FRONT AND REAR OF THE BUILDING., JAM SESSION LLC, ANDY FADOUS,(617)680-2770,613   E Broadway  ,South Boston,780588.9398,2947576.695
LB-99757,CV7MWL0086,Active,429 Broadway LLC,CERTIFIED MEATBALL COMPANY,"On ground floor in one room with bar, dining area, kitchen, two restrooms and storage. ", 429 BROADWAY LLC, Eric Aulenback,,429- W Broadway ,South Boston,778529.6084,2947900.95
LB-101876,RETAL0054,Active,"FERNANDEZ BROTHERS LIQUORS, INC.",CARIBBEAN LIQUORS, 500 sq. ft. of retail store space plus basement below. Entrance & exit in front. 1 walk-in cooler on side and 5-door cooler in back. Cash register and counter in front near entrance. Bathroom in basement. Storage in basement. ," FERNANDEZ BROTHERS LIQUORS, INC.", YGNACIO FERNANDEZ,,527-531   Dudley ST,Roxbury,,
LB-99544,CV7MW0112,Active,"L. Coffee, Inc.",CAFE LANDWER,"In one large room on first floor, with storage, kitchen and office in rear (3,190 sq.), two entrances and three exits, and seasonal (April-October) outdoor patio on private property (665 sq. ft.). The closing hour of the restaurant will be 1:00 AM indoors, with an outdoor patio closing hour of 11:00"," L. COFFEE, INC.", ADELINA KESHISHIAN,,900-   Beacon ST,Boston,762749.2828,2951645.457
LB-99834,CV7MWL0188,Active,SHAKE SHACK SEAPORT BOSTON LLC,SHAKE SHACK,"Suite 77; Approximately 2,981 sq. ft. retail restaurant space with counter and standing area, dining room, kitchen, offices, storage rooms, walk-in cooler and restrooms, one main entrance at the front, one egress in back for emergency and deliveries.", SHAKE SHACK SEAPORT BOSTON LLC," Abe Kurdi, Jr.",,77-  Seaport BLVD,Boston,778829.3002,2953522.816
LB-98899,CV7AL0011,Active,"Stuland, LLC",Jacob Wirth,," Stuland, LLC", Julius Sokol,,31-37  Stuart St,Boston,774077.4513,2953333.306
LB-101911,RETAL0107,Active,"JERSEY STREET LIQUORS, INC.",,Rear entrance to cellar for stock; in one room on the first floor; and cellar for stock.," JERSEY STREET LIQUORS, INC.", HENNIE M. BEAMAN,6178591850,48     Queensberry ST,Boston,765054.2898,2950125.633
LB-99346,CV7AL0536,Active,"142 Berkeley, LLC",Citrus & Salt,"Three rooms on first floor with two kitchens, storage on first floor, exit to Berkeley Street and Three exits to Lobby also to include an outside seasonal patio for sixteen (16) persons between the hours of 11:00 A.M. - 11:30 P.M.  Capacity breakdown: 143 seated, 10 standing."," 142 Berkeley, LLC", Kelly McNally,(,142-  Berkeley St,Boston,771837,2952430
LB-99820,CV7MWL0174,Active,SIRAJ CORPORATION,EL CENTRO,"FIRST FLOOR, TABLE SERVICE IN FRONT, SERVICE BAR & KITCHEN IN REAR.  ENTRY IN FRONT WITH 2ND EGRESS IN REAR.  BASEMENT FOR STORAGE AND OFFICE. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC SIDEWALK FOR 12 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 10:00 P.M.", SIRAJ CORPORATION, RABIUL ISLAM,6172625708,474     Shawmut AVE,Roxbury,770825.8894,2948683.509
LB-98914,CV7AL0027,Active,SOMERS FIVE CORP.,DURTY NELLY'S,"ON 1ST FLOOR, IN ONE ROOM AND A KITCHEN; ON 2ND FLOOR, IN ONE ROOM; AND ON 3RD FLOOR, STOCK.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS.  INDOOR CAPACITY BREAKDOWN: 1ST FL - 26, 2ND FL - 20.", SOMERS FIVE CORP., NOELLE SOMERS,(617)312-4995,108-112   Blackstone ST,Boston,776008.4204,2957143.04
LB-98910,CV7AL0022,Active,"LEANY'S ENTERPRISE, INC.",NAPOLES,Two side and rear entrances for emergency and stock; In two rooms and kitchens on the first floor; Cellar for stock and also to include an outdoor patio.," LEANY'S ENTERPRISE, INC.", PEDRO ANTONIO FLORES,(617)669-2925,1233     Bennington ST,East Boston,792122.1443,2967510.577
LB-101574,GOPAL0015,Active,EMERSON COLLEGE,EMERSON COLLEGE,"THE ENTIRE PUBLIC AREA DIRECTLY ACCESSIBLE FROM THE 559 WASHINGTON STREET ENTRANCE INCLUDING THE MAIN THEATRE, THE BLACK BOX, THE SCREENING ROOM AND ALL OF THEIR ASSOCIATED LOBBIES.", EMERSON COLLEGE, DAVID DOWER,(617)821-8177,543-561   Washington ST,Boston,0,0
LB-99822,CV7MWL0176,Active,MERENGUE CORP.,"VEJIGANTES, LLC",IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE ON THE FIRST FLOOR.  INCLUDES AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 14 PERSONS. , MERENGUE CORP., HECTOR PINA,(617)293-5361,57-67 W Dedham ST,Roxbury,771778.168,2949876.912
LB-99116,CV7AL0262,Active,"418RE-One Appleton, LLC",Reunion BBQ,"In one room on first floor with kitchen and storage in rear, emergency exits to alley in rear and to include a seasonal outdoor patio in front of premises for 8 persons from April through October."," 418RE-One Appleton, LLC", Jessica Jimenez-Rivera,(617)423-4711,439-  Tremont ST,Boston,772564.8489,2951692.918
LB-99055,CV7AL0191,Active,"30 TRAVELER, LLC",BAR MEZZANA,"In one floor, with dining room in two rooms, kitchen in one room, office in one room, and storage. Seasonal (April-October) outdoor patio on private property accessible by two private entrances/exits with midnight closing hour. "," 30 TRAVELER, LLC", JEFFERSON MACKLIN,,360-  Harrison AVE,Roxbury,774234.7917,2950909.091
LB-99212,CV7AL0371,Active,"RUTH'S CHRIS STEAK HOUSE BOSTON, LLC",RUTH'S CHRIS STEAK HOUSE,"Rear & side exits; In one room and kitchen on ground floor on left side; One room on first floor; Summer garden on entire grounds outside area; Basement for stock.  Capacity breakdown: ground floor - 149, 1st fl - 132.  "," RUTH'S CHRIS STEAK HOUSE BOSTON, LLC", ALEXANDRA HEGDE,(617)899-6805,45-   School ST,Boston,775271.1301,2955832.07
