license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,Neighborhood,gpsx,gpsy
LB-98801,CLBAL0029,Active,Clb. All Alc.,2013-11-27,2022-12-31,SOMERSET CLUB,,,Two entrances from private alleyway for receiving; In whole of said  building.,,1:00 AM,1:30 AM,275.0, SOMERSET CLUB, A. DENNIS MICHEL,,227-1731,41-   Beacon ST,Boston,MA,Beacon_Hill,773329.701563939,2955454.04842837
LB-101997,RETAL0236,Active,Retail All Alc.,2013-11-27,2022-12-31,"DASANG ENTERPRISES, INC.",FORT POINT MARKET,HOURS OPERATION MONDAY SATURDAY 10 00 M P CONDITION NO SALE NIPS,FIRST FLOOR OF AN EIGHT STORY CONCRETE BUILDING WITH ONE ENTRANCE IN THE FRONT AND A SECOND EXIT IN THE REAR.,,10:00 PM,,0.0," DASANG ENTERPRISES, INC.", DAWA S. LAMA,,6176868055,369-   Congress ST,Boston,MA,neighborhood doesn't match,778338.575424597,2952827.00551392
LB-99375,CV7AL0570,Active,CV7 All Alc.,2013-11-27,2022-12-31,"PRESSED HUNTINGTON CAFE, LLC",PRESSED,Sunday Wednesday 12 00 AM Thursday – Saturday 1 indoors 11 PM Outdoors seven days per week,,,1:00 AM,1:30 AM,240.0," PRESSED HUNTINGTON CAFE, LLC", SAUMIL PATEL,,,105-  Huntington AV,Boston,MA,Back_Bay,769247.856174611,2951730.39796158
LB-99370,CV7AL0566,Active,CV7 All Alc.,2013-11-27,2021-12-31,"DTXLL HOLDINGS, LLC",,10 00 AM OPENING ON SUNDAYS SERVICE ALCOHOL WITH BRUNCH," 4 story building: First & second floor, plus basement: Bar area, dining area and kitchen on first floor; bar area two dining areas on second floor; storage and kitchen prep area in basement. ",,2:00 AM,2:30 AM,214.0," DTXLL HOLDINGS, LLC", JOSEPH DONOVAN,(617)423-3600,,13-15   West ST,Boston,MA,Chinatown_Financial_District,774526.080861047,2954596.46343556
LB-101894,RETAL0078,Active,Retail All Alc.,2013-11-27,2022-12-31,"HUNTINGTON MARKET, INC.",HUNTINGTON LIQUORS,Board acknowledges granted petition to open 10 00 m on Sundays,One room first floor; cellar for stock.,,11:00 PM,,0.0," HUNTINGTON MARKET, INC.", STEVEN RUBIN,,,303-   Huntington AVE,Boston,MA,Back_Bay,767746.999990731,2949670.00000697
LB-99077,CV7AL0216,Active,CV7 All Alc.,2013-11-27,2022-12-31,"TRIANGLE RESTAURANT, LLC",MOONCUSSER FISH HOUSE & MOON BAR,,,,2:00 AM,2:30 AM,108.0," TRIANGLE RESTAURANT, LLC", IAN CALHOUN,,,304-   Stuart ST,Boston,MA,Back_Bay,772245.999994919,2952800.00000989
LB-98778,CLBAL0001,Active,Clb. All Alc.,2013-11-27,2022-12-31,THE TENNIS AND RACQUET CLUB,,,In two rooms and kitchen on the first floor; one function room on the second floor; one function room on the third floor; two locker rooms and one lounge in basement.,,2:00 AM,2:30 AM,350.0, THE TENNIS AND RAQUET CLUB, THOMAS DOBBINS,,,927-939   Boylston ST,Boston,MA,Back_Bay,768337.090711281,2952196.73904933
LB-99744,CV7MWL0070,Active,CV7 Malt Wine Liq.,2013-11-27,2022-12-31,"HLHP BOSTON, LLC",HAPPY LAMB HOT POT,1 Malt Wine with Liqueurs to be served only in conjunction meals 2 Trash stored inside 3 NO CHANGE IN CAPACITY WITHOUT APPROVAL LICENSING BOARD Board granted permission serve alcohol 10 00 M on Sundays brunch,"FIRST FLOOR IN TWO LARGE ROOMS INTO ONE ROOM FOR DINING, USE THE BASEMENT FOR STORAGE.",,1:00 AM,1:30 AM,123.0," HLHP BOSTON, LLC", KA LONG LEI,,,130-  Brighton AVE,Allston,MA,Allston,755678.944235489,2953789.48791482
LB-99282,CV7AL0452,Active,CV7 All Alc.,2013-11-27,2022-12-31,"PT OPCO, LLC",PINK TACO,1AM CLOSE NO PATIO,,,1:00 AM,1:30 AM,270.0," PT OPCO, LLC", John Bouche,(562)346-1249,,374-  Congress ST,Boston,MA,neighborhood doesn't match,778508.428049128,2952871.84396435
LB-98964,CV7AL0085,Active,CV7 All Alc.,2013-11-27,2022-12-31,"LUCKY STRIKE JILLIAN'S, L.L.C.",JILLIAN'S BILLIARD'S CLUB,Alcohol on patio can only be served in conjunction with meals,"Four rooms on the first floor including kitchen and storage area. Two rooms on second floor including two bathrooms, employee room, bathrooms and pantry. In the entire third floor including kitchen and storage area.  Includes seasonal outdoor patio in front of Premises for",,2:00 AM,2:30 AM,1675.0," LUCKY STRIKE JILLIAN'S, L.L.C.", KEVIN TROY,(617)529-1329,,145-  Ipswich ST,Boston,MA,Fenway_Kenmore,765786.999988914,2951850.00000902
LB-101572,GOPAL0012,Active,GOP All Alc.,2013-11-27,2022-12-31,"Patina Marine Life, LLC",,Outdoor Patio opening hours 12 00 P M to 10,"IN WHOLE OF MAIN EXHIBIT BUILDING, IN WHOLE OF IMAX THEATRE, IN WHOLE OF VESSEL DISCOVERY; TENTED AREA CALLED HARBOR TERRACE FROM MAY THROUGH OCTOBER, ALSO HAS A SEASONAL OUTDOOR PATIO ON THE AQUARIUM PLAZA CAFE BETWEEN THE HOURS OF 12:00 PM - 10:00 PM.",,1:00 AM,1:30 AM,2400.0," PATINA MARINE LIFE, LLC", Jaqueline Kelly,,(716)858-5000,      Central Wharf  ,Boston,MA,Chinatown_Financial_District,0.0,0.0
LB-99343,CV7AL0532,Active,CV7 All Alc.,2013-11-27,2022-12-31,"Park 54 Restaurant Group, LLC",Park 54 Restaurant & Lounge,123 Persons total 1st Floor 58 Seated 25 Standing 2nd floor 40 seated,,,1:00 AM,1:30 AM,123.0," Park 54 Restaurant Group, LLC", Shawn Hunter,,(617)922-7227,81-  Fairmount Av,Hyde Park,MA,Hyde_Park,758989.964622572,2918028.54980151
LB-99178,CV7AL0335,Active,CV7 All Alc.,2013-11-27,2022-12-31,Buccellati LLC,MAMMA MARIA,Close midnight every night All patrons out 12 30 AM,,,MIDNIGHT,12:30 AM,95.0, Buccellati LLC, Ruben Maciel,,,3-   North SQ,Boston,MA,Downtown_North_End,776886.82905525,2958012.47367875
LB-99104,CV7AL0246,Active,CV7 All Alc.,2013-11-27,2022-12-31,MUSEUM OF FINE ARTS,MUSEUM OF FINE ARTS,Open 11 00 M on Sundays,"IN WHOLE OF SAID BUILDING.  (SEE INSPECTION CERTIFICATE FOR MORE INFORMATION ON THE CAPACITY) AND TO INCLUDE 230,000 SQUARE FT ADDITION TO EXISTING STRUCTURE.",,1:00 AM,1:30 AM,10630.0, MUSEUM OF FINE ARTS, Eric Woods,,(617)369-3281,465-  Huntington AVE,Boston,MA,Back_Bay,765878.068231679,2949030.21188324
LB-99662,CV7MW0496,Active,CV7 Malt Wine,2013-11-27,2022-12-31,"Etnias Restaurant, Inc.",Etnias Restaurant,1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,"IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN, BASEMENT FOR STORAGE.",,1:00 AM,1:30 AM,48.0," Etnias Restaurant, Inc.", Luz Elida Arango,(617)874-8336,,145-  Meridian ST,East Boston,MA,East_Boston,780769.508866861,2961538.95489803
LB-99065,CV7AL0202,Active,CV7 All Alc.,2013-11-27,2022-12-31,"TOM ENGLISH'S COTTAGE, INC.",TOM ENGLISH'S TAVERN,       ,Side entrance to cellar from alley for stock; in one room and kitchen on first floor; cellar for stock.,,1:00 AM,1:30 AM,189.0," TOM ENGLISH'S COTTAGE, INC.", THOMAS A. ENGLISH,,6172697264,112-118   Emerson ST,South Boston,MA,South_Boston,780425.217410535,2947803.57968524
LB-99122,CV7AL0270,Active,CV7 All Alc.,2013-11-27,2022-12-31,"CHIN FAMILY, LLC",CORNER PUB OF CHINATOWN,       ,Rear exit for emergency and stock; In two rooms and kitchen first floor; cellar for stock.,,2:00 AM,2:30 AM,54.0," CHIN FAMILY, LLC", MATTHEW CHIN,,(781)504-3789,162-  Lincoln ST,Boston,MA,Chinatown_Financial_District,775543.100471496,2953160.08038291
LB-98977,CV7AL0098,Active,CV7 All Alc.,2013-11-27,2022-12-31,"WEST END DINING, LLC",CAUSEWAY,,"In one (1) room, kitchen and storage on ground floor;  in one (1) room on second floor;  basement for storage; entrance and exit on Causeway Street with emergency exit onto Lancaster Street.  First floor only-Standing 52, Bar Stools & Tables & Chairs 56. Second floor- standing 59, seated 83.",,2:00 AM,2:30 AM,250.0," WEST END DINING, LLC"," TIMOTHY J. MCCASLAND, JR.",,(617)523-9151,65-71   Causeway ST,Boston,MA,neighborhood doesn't match,774354.906364888,2958135.67758286
LB-99130,CV7AL0280,Active,CV7 All Alc.,2013-11-27,2022-12-31,"THE CHEESECAKE FACTORY RESTAURANTS, INC.",THE CHEESECAKE FACTORY,PATIO CONDITIONS 1 ALCOHOL SERVICE IN CONJUNCTION WITH FOOD ONLY ON 2 TO BE STAFFED ALL TIMES 3 CLOSING HOURS 10 00 P M BELVIDERE STREET 11 HUNTINGTON AVENUE,"IN ONE LARGE ROOM ON THE GROUND FLOOR WITH ENTRANCE/EXIT ON BELVIDERE STREET AND HUNTINGTON AVENUE; KITCHEN AND STORAGE IN THE REAR & TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 26 PATRONS FROM APRIL THROUGH OCTOBER ON HUNTINGTON AVENUE, AND AN OUTDOOR SEASONAL PATIO FOR 20 PATRONS ON BELVIDERE STREET",,2:00 AM,2:30 AM,376.0," THE CHEESECAKE FACTORY RESTAURANTS, INC.", Catherine K. Bagley,,(617)399-7777,115     Huntington AVE,Boston,MA,Back_Bay,769464.077368334,2951702.98314488
LB-99149,CV7AL0302,Active,CV7 All Alc.,2013-11-27,2022-12-31,"LOPERA, INC.",Nfarra2,,"3 floors, consisting of a basement, a first floor consisting of one large room with 2 restrooms and a second floor consisting of one large room with 2 restrooms, a bar, seating, and two billiard tables. The total square footage is 3,087.",,2:00 AM,2:30 AM,98.0," LOPERA, INC.", CLAUDIA Y. GALLEGO,,(617)997-9126,127-129   Maverick ST,East Boston,MA,East_Boston,780644.500610739,2960268.96724886
LB-99749,CV7MWL0077,Active,CV7 Malt Wine Liq.,2013-11-27,2022-12-31,Boryung. Inc,,1 SERVICE BAR ONLY 2 ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN AND STORAGE IN THE BASEMENT.",,MIDNIGHT,12:30 AM,84.0," BORYUNG, INC.",ADAM LARSON,,,156-   Cambridge ST,Boston,MA,neighborhood doesn't match,773822.999996394,2956870.00001368
LB-99338,CV7AL0521,Active,CV7 All Alc.,2013-11-27,2021-12-31,903 Boylston Street LLC,,,,,2:00 AM,2:30 AM,0.0, 903 Boylston Street LLC, Steven Brooks,,(617)872-0484,903-905   Boylston ST,Boston,MA,Back_Bay,768555.874743491,2952289.27575342
LB-99144,CV7AL0295,Active,CV7 All Alc.,2013-11-27,2022-12-31,"FAJITAS  & 'RITAS, INC.",FAJITAS & RITAS,1 00 AM CLOSING HOUR MONDAY THROUGH THURSDAY FRIDAYS SUNDAYS IS 2 M,In one room and kitchen on the first floor; balcony for storage; emergency exit to building lobby.,,2:00 AM,2:30 AM,170.0," FAJITAS  & 'RITAS, INC.", BRADLEY K. FREDERICKS,,6175241194,25-  West St,Boston,MA,Chinatown_Financial_District,774467.298223306,2954630.33430642
LB-99353,CV7AL0545,Active,CV7 All Alc.,2013-11-27,2021-12-31,"NEW PETE'S, LLC",BRANDY PETE'S,NO DRINKS TO BE CONSUMED IN LOBBY AREA CAPACITY BREAKDOWN 1ST FLOOR 207 MEZZANINE 124,"IN ONE ROOM, OUTDOOR SEATING ON THE FRANKLIN STREET, SIDE  KITCHEN AND STORAGE ROOM ON 1ST FLOOR; A PORTION OF THE LOBBY  OUTSIDE SEATING 1ST FLOOR; 1 ROOM & STORAGE ROOM MEZZ.LEVEL.  Capacity breakdown: 1st fl - 207; mezzanine - 124.",,2:00 AM,2:30 AM,331.0," NEW PETE'S, LLC", JERRY PORRO,,(617)325-1491,267-  Franklin ST,Boston,MA,Chinatown_Financial_District,776898.554079264,2955257.44887619
LB-99842,CV7MWLR002,Active,CV7 Malt Wine Liq. Restrict.,2013-11-27,2022-12-31,"MYERS & CHANG, LLC",,NO BAR B ALCOHOL WITH FOOD ONLY,"IN ONE ROOM WITH DINING ROOM AND KITCHEN IN THE REAR, STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 12 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.",,MIDNIGHT,12:30 AM,75.0," MYERS & CHANG, LLC", JOANNE CHANG,,6173889157,1143-1149   Washington ST,Roxbury,MA,South_End,773411.104572013,2950607.56586385
LB-99153,CV7AL0306,Active,CV7 All Alc.,2013-11-27,2022-12-31,21 MERCHANTS ROW CORPORATION,CLARKE'S,       ,Side and rear emergency exits; bulkhead entrance to cellar for stock - in one room and kitchen first floor; cellar for stock. Annual (weather permitting) patio on public property (+/- 360 SF) with seating for twenty four (24) patrons same hours as restaurant. Patio closing hour is 12:00 midnight.,,2:00 AM,2:30 AM,390.0, 21 MERCHANTS ROW CORPORATION, MARY ELIZABETH BURKE-SIMMONS,,(603)502-9330,21-   Merchants ROW,Boston,MA,Chinatown_Financial_District,776308.999998704,2956330.00001319
LB-99444,CV7AL0655,Active,CV7 All Alc.,2013-11-27,2022-12-31,"TRINITY ASHMONT RESTAURANT, LLC",TAVOLO,,"IN THREE ROOMS; BAR AND DINING AREA IN FRONT OF PREMISES, KITCHEN AND STORAGE IN THE REAR.  ",,1:00 AM,1:30 AM,120.0," TRINITY ASHMONT RESTAURANT, LLC", CHRIS DOUGLAS,,6178254300,1918-  Dorchester AVE,Dorchester,MA,Dorchester,774018.575214374,2928894.04652388
LB-119003,,Active,CV7 Malt Wine,2013-11-27,2022-12-31,Shanti Boston L L C,Shanti,,Dining room in the front kitchen and bathroom in the rear of the building.  Front exit on Washington Street.  Back exit on the rear of the building.,,11:00,11:30 PM,40.0, Shanti Boston L L C,Solmon Chowdhury,(617)325-3900,(617)438-2399,4197A-  Washington ST,Roslindale,MA,Roslindale,756923.871372655,2929914.14446858
LB-99457,CV7AL0677,Active,CV7 All Alc.,2013-11-27,2021-12-31,GOODCHEER ENTERPRISES LLC,BRAHMIN,Capacity breakdown Basement 49 First Floor Set Up 1 320 total 14 bar stools 55 seats 251 standing 2 170 126 tables amp chairs 30,"ON 2 FLOORS, MAIN ENTRANCE & EXIT ON STANHOPE ST. 1ST FL (MAIN LEVEL): REST & LOUNGE SEATING, BAR. GROUND FLOOR (LOWER LEVEL): IN (4) ROOMS; REST & LOUNGE SEATING, KITCHEN, STORAGE, OFFICE. INCLUDES AN ANNUAL OUTDOOR PATIO ON PRIVATE PROPERTY FOR 24 PATRONS BETWEEN THE HOURS OF 11:30 AM-11:00PM.",,2:00 AM,2:30 AM,369.0, GOODCHEER ENTERPRISES LLC, EDWARD F. BROOKS,,(617)308-3186,29-33  Stanhope ST,Boston,MA,Back_Bay,771583.01983431,2952336.66400947
LB-99835,CV7MWL0189,Active,CV7 Malt Wine Liq.,2013-11-27,2022-12-31,"LOS ARRIEROS RESTAURANT, INC.",LOS ARRIEROS RESTAURANT,,"IN ONE ROOM ON THE GROUND FLOOR, KITCHEN AREA IN THE REAR, STORAGE IN THE BASEMENT.",,MIDNIGHT,12:30 AM,39.0," LOS ARRIEROS RESTAURANT, INC.", ANTONIO OSPINA,,(617)569-1666,13-15   Meridian ST,East Boston,MA,East_Boston,780808.5618269,2960413.43953699
LB-99486,CV7ALR0002,Active,CV7 All Alc. Restrict.,2013-11-27,2022-12-31,"OISHII, INC.",OISHII SUSHI BAR,1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 NO BAR,"IN THREE ROOMS ON FIRST FLOOR WITH DINING, BAR AND KITCHEN, STORAGE IN THE REAR; IN ONE ROOM IN BASEMENT FOR DINING AND OFFICE AND TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL THROUGH OCTOBER FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 10:30 P.M.  Capacity breakdown: 1st fl - 60; basement - 3",,1:00 AM,1:30 AM,90.0," OISHII, INC.", TING WEN YEN,,6172777888,1166-   Washington ST,Roxbury,MA,South_End,773493.077916086,2950436.70173569
LB-102024,RETMW0036,Active,Retail Malt Wine,2013-11-27,2022-12-31,"TANZILA, INC",HOME MARKET,,In one room on the first floor ; storage in the basement.,,11:00 PM,,0.0," TANZILA, INC.", MOHAMMED UDDIN,(617)274-1500,,165-  Belgrade AVE,Roslindale,MA,Roslindale,754272.617834181,2929606.0827083
LB-99491,CV7ALR0006,Active,CV7 All Alc. Restrict.,2013-11-27,2022-12-31,TRESCA RESTAURANT GROUP LLC,TRESCA,1 BAR TO HAVE NO MORE THAN 10 SEATS SEATING MAITRE D ONLY 2 12 30 M CLOSING HOUR THURSDAY FRIDAY SATURDAY ALL PATRONS OFF PREMISES 00 3 ACCORDIAN WINDOWS CLOSED MIDNIGHT,"ENTIRE 2ND FLOOR, DINING ROOM, KITCHEN, WINE BOX ROOM AND 2 BATHROOMS; FIRST FLOOR; DINING ON LEFT SIDE, BAR ON RIGHT SIDE, BATHROOM; BASEMENT; ONE BATHROOM, OFFICE, WINE CELLAR , STORAGE. Capacity breakdown: 1st fl - 50, 2nd fl - 70.",,MIDNIGHT,12:30 AM,120.0, TRESCA RESTAURANT GROUP LLC, RICHARD ANSARA,,(781)647-1160,227-237   Hanover ST,Boston,MA,Downtown_North_End,776420.355230808,2957618.13243037
LB-99775,CV7MWL0123,Active,CV7 Malt Wine Liq.,2013-11-27,2022-12-31,"VIRGINICA, LLC",Row 34,,In one (1) large room with kitchen and storage in rear; entrance on Congress Street with emergency exits to Boston Wharf Road and Congress Street to include an outdoor patio on private property for 48 patrons between the hours of 11:00 a.m. - Midnight.  Adding a service bar to the existing outdoor ,,2:00 AM,2:30 AM,156.0, Virginica L L C,"John Shore Gregory, Jr.",,(781)640-7215,381-389   Congress ST,Boston,MA,Chinatown_Financial_District,778446.341984704,2952742.30036184
LB-99822,CV7MWL0176,Active,CV7 Malt Wine Liq.,2013-11-27,2022-12-31,MERENGUE CORP.,"VEJIGANTES, LLC",OPERATING HOURS OUTDOOR SEASONAL PATIO 11 00 AM PM,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE ON THE FIRST FLOOR.  INCLUDES AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 14 PERSONS. ,,1:00 AM,1:30 AM,50.0, MERENGUE CORP., HECTOR PINA,,(617)293-5361,57-67 W Dedham ST,Roxbury,MA,South_End,771778.168014772,2949876.91236267
LB-101912,RETAL0108,Active,Retail All Alc.,2013-11-27,2022-12-31,"JOHNNY'S QUIK PIK, INC.",JOHNNY'S MARKET,,Exit at rear for stock; One room first floor; Cellar for stock.,,11:00 PM,,0.0," JOHNNY'S QUIK PIK, INC.", DEVYANI PATEL,,,1758-   River ST,Hyde Park,MA,Hyde_Park,754169.000010088,2914120.00000587
LB-99186,CV7AL0344,Active,Inn. All Alc.,2013-11-27,2022-12-31,"OXFORD HOTELS AND RESORTS, LLC",THE GODFREY HOTEL BOSTON,,"In whole of said building, known as 505 Washington Street (f/k/a 59 Temple Place), consisting of 135,000 S.F., 242 guest rooms with minibar service, lobby, offices, conference and meeting rooms, a 4,257 square foot ground floor restaurant of 100 seats and a bar with 13 seats, and a lobby bar with 10",,2:00 AM,2:30 AM,0.0," OXFORD HOTELS AND RESORTS, LLC", LAURENCE CASILLO,(617)634-2959,,505-  Washington ST,Boston,MA,Chinatown_Financial_District,774641.155668094,2954572.28366651
LB-99820,CV7MWL0174,Active,CV7 Malt Wine Liq.,2013-11-27,2022-12-31,SIRAJ CORPORATION,EL CENTRO,,"FIRST FLOOR, TABLE SERVICE IN FRONT, SERVICE BAR & KITCHEN IN REAR.  ENTRY IN FRONT WITH 2ND EGRESS IN REAR.  BASEMENT FOR STORAGE AND OFFICE. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC SIDEWALK FOR 12 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 10:00 P.M.",,11:00 PM,11:30 PM,45.0, SIRAJ CORPORATION, RABIUL ISLAM,,6172625708,474     Shawmut AVE,Roxbury,MA,South_End,770825.889369607,2948683.50909406
LB-99055,CV7AL0191,Active,CV7 All Alc.,2013-11-27,2022-12-31,"30 TRAVELER, LLC",BAR MEZZANA,,"In one floor, with dining room in two rooms, kitchen in one room, office in one room, and storage. Seasonal (April-October) outdoor patio on private property accessible by two private entrances/exits with midnight closing hour. ",,2:00 AM,2:30 AM,184.0," 30 TRAVELER, LLC", JEFFERSON MACKLIN,(617)470-8663,,360-  Harrison AVE,Roxbury,MA,South_End,774234.79166882,2950909.09124261
LB-99241,CV7AL0406,Active,CV7 All Alc.,2013-11-27,2022-12-31,"UMNV 240A NEWBURY, LLC",,1 Patio close 10 00 PM Sunday thru Thursday 11 Friday Saturday 2 Food available tables all times with alcohol service both inside on patio 3 Deliveries Newbury Street 4 Trash stored ABCC Board approved management agreement Cafe SuSu Inc,,,1:00 AM,1:30 AM,36.0," UMNV 240A NEWBURY, LLC", Lori D. Shaffer,(617)331-9295,,240A-  Newbury ST,Boston,MA,Back_Bay,769095.364262942,2952646.07824484
LB-99040,CV7AL0176,Active,CV7 All Alc.,2013-11-27,2022-12-31,"RING ROAD RESTAURANT GROUP, LLC",PORTO,,"On one (1) floor. First floor: Indoor Dining (+/-2,004 SF) including Casual Dining Area (+/- 428 SF) with seating for twenty-six (26) Formal Dining Area (+/-624 SF) with seating for forty-eight (48); Raw Bar Area (+/-312 SF) with seating for fourteen (14); Wet Bar Area (+/-366 SF) with seating for f",,2:00 AM,2:30 AM,177.0," RING ROAD RESTAURANT GROUP, LLC", SEAN GRIFFING,(617)680-7883,,780-  Boylston ST,Boston,MA,Back_Bay,769462.575119358,2952177.42951873
LB-99811,CV7MWL0165,Active,CV7 Malt Wine Liq.,2013-11-27,2021-12-31,SALEM GROUP CORP.,RIGOLETTO,,"ONE LARGE ROOM ON FIRST FLOOR WITH KITCHEN ON THE SIDE, AND ONE ROOM IN BASEMENT WITH STORAGE.",,12:00 AM,12:30 AM,40.0, SALEM GROUP CORP., NESTOR PATINO,,(617)378-7355,115A-  Salem ST,Boston,MA,Downtown_North_End,776328.914846733,2958134.92231886
LB-99792,CV7MWL0143,Active,CV7 Malt Wine Liq.,2013-11-27,2022-12-31,PRECIADO CORPORATION,TERTULIAS CAFE,WINES MALT LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN, STORAGE AND TAKE-OUT AREA IN THE REAR.",,1:30 AM,2:00 AM,35.0, PRECIADO CORPORATION, GILDARDO PRECIADO,,,26-28   Porter ST,East Boston,MA,East_Boston,,
LB-99599,CV7MW0303,Active,CV7 Malt Wine,2013-11-27,2022-12-31,"DAO AO, INC",SHAKING SEAFOOD,,"One story building, First floor, 7 rooms, 1 entrance, 2 exits, 4300 square feet.",,11:00 PM,11:30 PM,89.0," DAO AO, INC.", SHI LIN,(917)254-2025,,19-  Poplar ST,Roslindale,MA,Roslindale,756552.087705243,2929639.26457253
LB-101951,RETAL0165,Active,Retail All Alc.,2013-11-27,2022-12-31,"JULIANA WINE COMPANY, INC.",CHARLES STREET LIQUORS,       ,"In one enlarged room, cellar for stock.",,11:00 PM,,0.0," JULIANA WINE COMPANY, INC.", CHRIS PEDERSEN,,5082773002,143-   Charles ST,Boston,MA,neighborhood doesn't match,772228.999994904,2956620.00001346
LB-99743,CV7MWL0066,Active,CV7 Malt Wine Liq.,2013-11-27,2022-12-31,OBVERS LLC,,,,,Midnight,12:30 AM,38.0, Obvers LLC, Lounis Peter,(857)277-0075,,25-   Massachusetts AVE,Boston,MA,Back_Bay,767108.999990136,2953020.0000101
LB-99116,CV7AL0262,Active,CV7 All Alc.,2013-11-27,2022-12-31,"418RE-One Appleton, LLC",Reunion BBQ,Patio Conditions 1 10 00 PM Closing 2 Alcohol to be served in conjunction with food only 3 staffed all times,"In one room on first floor with kitchen and storage in rear, emergency exits to alley in rear and to include a seasonal outdoor patio in front of premises for 8 persons from April through October.",,10:00 PM,10:00 PM,117.0," 418RE-One Appleton, LLC", Jessica Jimenez-Rivera,,(617)423-4711,439-  Tremont ST,Boston,MA,Back_Bay,772564.848859221,2951692.91783287
LB-99764,CV7MWL0095,Active,CV7 Malt Wine Liq.,2013-11-27,2022-12-31,"GROTTO, INC.",GROTTO RESTAURANT,,"IN ONE MAIN DINING ROOM WITH KITCHEN IN THE REAR, STORAGE IN THE REAR.",,11:00 PM,11:30 PM,47.0," GROTTO, INC.", SCOTT L. HERRITT,,6172661535,37-   Bowdoin ST,Boston,MA,neighborhood doesn't match,774252.8761888,2956482.80417332
LB-99406,CV7AL0604,Active,CV7 All Alc.,2013-11-27,2022-12-31,CHELSEA CITY SQUARE CORP.,Blackmoor Bar & Kitchen,,"FOUR ROOMS ON FIRST FLOOR; KITCHEN IN THE REAR, BASEMENT FOR STORAGE AND TO INCLUDE AN OUTSIDE SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 44 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.",,2:00 AM,2:30 AM,231.0, CHELSEA CITY SQUARE CORP., GREGORY COUGHLIN,(617)212-3580,,1-   Chelsea ST,Charlestown,MA,Charlestown,774759.187734934,2960641.69702079
