,license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,zip,fulladdress,Latitude,Longitude
203,LB-138942,,Active,CV7 Malt Wine Restrict.,2015-08-14,2022-12-31,ARIANA RESTAURANT INCORPORATED,Ariana Restaurant,,"In one large room on 1st floor, kitchen and storage on left side with one entrance on Western Avenue and exit on opposite side. Outdoor seasonal (May-November) patio on private property with 16 seats same hours of restaurant.",,11:00 P.M.,11:30 P.M.,48.0, Ariana Restaurant Incorporated, Baheja Rostami,(617)208-8072,,384-  Western AVE,brighton,MA,02135,"384-  Western AVE, Brighton, MA, 02135",42.362436369191975,-71.13892331984064
204,LB-142552,,Active,CV7ALN - Neighborhood Restricted,2015-08-12,2022-12-31,"JAHO INDUSTRIES, LLC",Jaho Coffee,,On one  (1) floor (+/- 2500 sf) with kitchen and storage in rear. First Floor: indoor dining area #1 (+/- 371 SF) with seating for seventeen (17) and indoor dining area #2 (+/- 682 SF) with seating for forty-one (41); outdoor patio (+/- 223 SF) with seating for eighteen (18).,,1:00 AM,1:30 AM,59.0," Jaho Industries, LLC", Anil Mezini,(978)223-8982,(978)223-8982,661-665   Washington ST,boston,MA,02116,"661-665   Washington ST, Boston, MA, 02116",42.35174927666212,-71.06317858880469
205,LB-143515,,Active,CV7MWN - Neighborhood Restricted,2015-08-03,2022-12-31,"SHANTI BOSTON, LLC",Dudley Coffee & Convenience,,"2100 sf ground level retail space, with basement storage. Public entrance from sidewalk, restroom on grade, entrance to the kitchen in rear for service and emergency exit on warren street. The existing premises includes 12 table and 44 seats. The space is completely vacant and will be built out as p",,10:00 PM,10:30 PM,48.0," Shanti Boston, LLC",Solmon Chowhury,(617)438-2399,,15-  Warren ST,roxbury,MA,02119,"15-  Warren ST, Roxbury, MA, 02119",42.33014025744253,-71.0836624337146
206,LB-135168,,Active,CV7ALN - Neighborhood Restricted,2015-07-29,2022-12-31,"BIG TIME BOSTON FOOD, INC.",Estragon,,In one room on first floor with kitchen & storage & office in rear; main entrance on Harrison Ave. & emergency exit to alley in rear & to include an outdoor seasonal patio from April through October for 10 patrons on private property between the hours of 10:00 a.m. - 11:00 p.m.,,1:00 a.m.,,108.0," BIG TIME BOSTON FOOD, INC.", Julio de Haro,,(781)771-5498,700     Harrison AVE,boston,MA,02118,"700     Harrison AVE, Boston, MA, 02118",42.33831937304574,-71.07069698051895
207,LB-139777,,Active,INNALN - Neighborhood Restricted,2015-07-29,2022-12-31,MC-EB Realty LLC,Hilton Garden Inn Logan Boston,NEIGHBORHOOD RESTRICTED NON REFUNDABLE LICENSE,"Hotel in whole of said building which is approximately 102, 556 square feet. New construction of a Five Story Hotel with 178 guest rooms.",,2:00 a.m.,2:30 a.m.,0.0, MC-EB Realty LLC, Jeffrey T.  Karam,(508)679-1180,,100-  Boardman ST,eastboston,MA,02128,"100-  Boardman ST, East Boston, MA, 02128",42.3899162707937,-71.01235330907771
208,LB-142546,,Active,Clb. All Alc.,2015-07-23,2022-12-31,MOUNT PLEASANT BUILDING ASSOCIATION INC.,Mount Pleasant Knights of Columbus,Chapter 312 Acts 2014,One (1) entrance and Two (2) exits on the first floor. One (1) entrance and One (1) exit on the basement floor. Seating capacity first floor: 128 and basement: 90.,,1:00 AM,1:30 AM,218.0, MOUNT PLEASANT BUILDING ASSOCIATION INC., Kevin Lynch,(617)323-9835,,5250-   Washington ST,westroxbury,MA,02132,"5250-   Washington ST, West Roxbury, MA, 02132",42.25974999989905,-71.15842000152078
209,LB-142546,,Active,Clb. All Alc.,2015-07-23,2022-12-31,MOUNT PLEASANT BUILDING ASSOCIATION INC.,Mount Pleasant Knights of Columbus,Chapter 312 Acts 2014,One (1) entrance and Two (2) exits on the first floor. One (1) entrance and One (1) exit on the basement floor. Seating capacity first floor: 128 and basement: 90.,,1:00 AM,1:30 AM,218.0, MOUNT PLEASANT BUILDING ASSOCIATION INC., Kevin Lynch,(617)323-9835,,5250-   Washington ST,westroxbury,MA,02132,"5250-   Washington ST, West Roxbury, MA, 02132",42.25974999989905,-71.15842000152078
210,LB-144133,,Active,CV7ALN - Neighborhood Restricted,2015-07-15,2022-12-31,"SWEET LIFE CAFE, LLC",Sweetlife Cafe & Bakery,BOARD GRANTED PERMISSION TO SERVE ALCOHOL WITH BRUNCH ON SUNDAYS 10 00 AM,"FIRST FLOOR RETAIL BAKERY AND CAFE, FIRST FLOOR CONTAINS KITCHEN.",,11:00 PM,11:30 PM,49.0," Sweet Life Cafe, LLC", KRISTIN AHERN,,(617)797-6008,2243-  Dorchester AVE,dorchester,MA,02124,"2243-  Dorchester AVE, Dorchester, MA, 02124",42.27378256306359,-71.06785021032583
211,LB-125132,,Active,CV7 Malt Wine Restrict.,2015-07-13,2022-12-31,"Bento Express, Inc.",FIN'S SUSHI & GRILL,,In one room on first floor with kitchen & sushi bar on the back and storage and prep area in the back and in the basement.,,11:00 P.M.,11:30 P.M.,45.0," Bento Express, Inc.", Patrick Yushi Sun,(617)423-4888,,62-   Boylston ST,boston,MA,02116,"62-   Boylston ST, Boston, MA, 02116",42.351989999989506,-71.06439000128763
212,LB-144278,,Active,Retail All Alc.,2015-07-01,2022-12-31,"Super Target Liquor of Massachusetts, Inc.",Target,NO SALE NIPS OR SINGLES,"Retail commercial space of approximately 163,487 s.f. on 4 floors of mixed-use building, including 3 entrances/exits for the public and 5 entrances/exits for delivery and emergency egress, retail sales area, storage and stock areas, offices, mechanical and employee rooms and restrooms, all as shown",,11:00 PM,,0.0," Super Target Liquor of Massachusetts, Inc.", Amrit Singh,,,1345-  Boylston ST,boston,MA,02215,"1345-  Boylston ST, Boston, MA, 02215",42.34426675270692,-71.09988632624594
213,LB-134966,,Active,CV7ALN - Neighborhood Restricted,2015-06-30,2022-12-31,"Anthony's Restaurant Group, LLC",Antonio's Bacaro,,"In one large room on the first floor, with kitchen, prep & storage in back and one bar with 8 seats in the dining room in front. Entrance and exit in the rear and front.",,Midnight,12:30 AM,49.0," Anthony's Restaurant Group, LLC", Joseph J. Garufi,(617)947-9407,,5-   Fairmount AVE,hydepark,MA,02136,"5-   Fairmount AVE, Hyde Park, MA, 02136",42.255530031986844,-71.1211114025826
214,LB-143247,,Active,Retail All Alc.,2015-06-25,2022-12-31,"FAZIO ENTERPRISES, INC.",Fazio Mobile,No sale nips or singles,One room in one story building; entrance at front and second egress in rear; storage and restroom in rear.,,11:00 PM,,0.0," Fazio Enterprises, Inc.", Michael G. Fazio,(617)569-5050,,394-398   Chelsea ST,eastboston,MA,02128,"394-398   Chelsea ST, East Boston, MA, 02128",42.37965699997614,-71.02774100134948
215,LB-142890,,Active,Retail All Alc.,2015-06-25,2022-12-31,"UNITED WINE AND SPIRITS, LLC",I LIQUOR,No sale nips or singles,"First floor retail area with an entrance to sidewalk on Bennington Street, and rear office space, and basement storage area.",,11:00 PM,,0.0," UNITED WINE AND SPIRITS, LLC", EDWIN SOLANO,(617)504-7748,,11-17   Bennington ST,eastboston,MA,02128,"11-17   Bennington ST, East Boston, MA, 02128",42.375018000163614,-71.03818000142897
216,LB-142550,,Active,Retail All Alc.,2015-06-03,2022-12-31,Dasang Corporation,Seaport Wines and Spirits,No nips or singles to be sold,"First floor of a six-story building. In one room consisting of +/- 835 sq. ft. Coolers, sales racks, bathroom and storage above sales area. Main entrance and exit on D Street.",,11:00 PM,,0.0, SHREE HANUMAN CORPORATION, ISRAEL FRANCISCO ROLON NIEVES,,(617)686-8055,411-  D ST,boston,MA,02210,"411-  D ST, Boston, MA, 02210",42.344482738892424,-71.04388091240236
217,LB-126366,,Active,CV7 Malt Wine Restrict.,2015-05-19,2022-12-31,"ZAZ RESTAURANT & CATERING, CORP.",,,"ONE LARGE ROOM WITH SEATING AREA IN THE FRONT, KITCHEN IN THE BACK AND BASEMENT FOR STORAGE.  TWO EXITS ARE IN THE FRONT AND ONE IN THE BACK.",,9:30 P.M.,,19.0, ZAZ RESTAURANT & CATERING CORPORATION, Olrie Roberts,(617)272-3083,,1238-  River ST,hydepark,MA,02136,"1238-  River ST, Hyde Park, MA, 02136",42.255789487997724,-71.12298968498496
218,LB-139771,,Active,Retail All Alc.,2015-05-12,2022-12-31,Shiv Quik Pik Inc.,Huntington Market,No singles to be sold,"1200 square foot retail store located at street level at 1795 Commonwealth Avenue, Brighton, MA. There is an additional 1200 square feet of storage in basement.",,10:30 p.m.,,0.0, Shiv Quik Pik Inc., Nitin Patel,(617)783-7172,,1795-   Commonwealth AV,brighton,MA,02135,"1795-   Commonwealth AV, Brighton, MA, 02135",42.34066640213923,-71.1515204015858
219,LB-140281,,Active,Retail All Alc.,2015-05-12,2022-12-31,ELYAS LLC,Savin Hill Wine & Spirits,1 No nips or singles to be sold 2 Liquor Products limited shelves located in rear store,In one room on first floor; storage in basement.,,11:00 p.m.,,0.0, ELYAS LLC, LEYKUN ABAY,,,1047-1051   Dorchester AVE,dorchester,MA,02125,"1047-1051   Dorchester AVE, Dorchester, MA, 02125",42.314779999676574,-71.05699000153447
220,LB-139226,,Active,Retail All Alc.,2015-04-27,2022-12-31,Arjun Inc.,,NO NIPS SINGLES,In one (1) room on ground floor with entrance on Sumner Street; basement for storage.,,11:00 PM,,0.0, Arjun Inc., Nikhil Patel,(617)569-1695,,325-327   Sumner ST,eastboston,MA,02128,"325-327   Sumner ST, East Boston, MA, 02128",42.36714699978602,-71.03615400153052
221,LB-135803,,Active,CV7ALN - Neighborhood Restricted,2015-04-14,2022-12-31,"DUO WINES, INC.",Seiyo,MONDAY FRIDAY 11 30 AM MIDNIGHT SATURDAY 2 00 PM SUNDAY 3,"In one (1) room on the first floor with office and storage in rear. Includes an outdoor seasonal patio on DPW Land, expand foot print by 100 feet with added eight (8) seat bar.  ",,12:00 A.M.,12:30 AM,19.0," DUO WINES, INC.", Stephen Yung,,(617)686-8827,1721-  Washington St,roxbury,MA,02118,"1721-  Washington St, Roxbury, MA, 02118",42.33707100010996,-71.07660100082451
222,LB-138939,,Active,CV7 Malt Wine Liq.,2015-04-09,2022-12-31,"CAZAROSSI, LLC",Frenchie,,"The second level and first floor (garden level) of a three story building containing approximately 1,900 square feet of restaurant space with kitchen, bar area, seating, storage restrooms, sidewalk cafe, one entrance and one exit. Hours of Operation: Monday - Thursday: 11:00 AM- 11:00 PM; Friday-Sat",,12:00 AM,12:30 AM,48.0," CAZAROSSI, LLC", Alex Falconer,,,560-  Tremont ST,roxbury,MA,02118,"560-  Tremont ST, Roxbury, MA, 02118",42.34363000000035,-71.0717600011984
223,LB-139598,,Active,Retail All Alc.,2015-04-07,2022-12-31,"Akiki Fine Wines, LLC",,Condition No sale singles,"Located in a foodmart/gasoline service station that sells food, groceries and other items. The main entrance is located in the front center of the store and will be used as ingress and egress, with 2 other means of egress being located to the right front and right rear of premises. Beer & wine coole",,10:00 p.m.,10:30 p.m.,0.0," Akiki Fine Wines, LLC", Elias K. Akiki,(617)361-2008,,1171-   Hyde Park AVE,hydepark,MA,02136,"1171-   Hyde Park AVE, Hyde Park, MA, 02136",42.258893000002416,-71.12378000101789
224,LB-140277,,Active,Retail Malt Wine,2015-04-07,2022-12-31,"SOUTH BOSTON MARKET, INC.",K AND EIGHTH MARKET,No sale singles,"On first floor with one main entrance/exit and two more exits on the side. The store has two rooms; a front retail area with coolers and shelving, and a rear storage room also with a large walk-in cooler and storage space.",,10:00 p.m.,,0.0," SOUTH BOSTON MARKET, INC.", Mst Naher,(617)269-9810,,362-   K ST,southboston,MA,02127,"362-   K ST, South Boston, MA, 02127",42.33134999993889,-71.03707000152309
225,LB-139450,,Active,Retail All Alc.,2015-04-01,2022-12-31,Wildduck 660 Washington St. Inc.,The Wild Duck and Spirits,NO NIPS OR SINGLES,In one room on the ground floor with storage and office; entrance at 660 Washington Street.,,11:00 p.m.,,0.0, Wildduck 660 Washington St Inc., Smitesh Patel,,,660-  Washington ST,boston,MA,02111,"660-  Washington ST, Boston, MA, 02111",42.35171276118081,-71.06253380881022
226,LB-138284,,Active,CV7MWLN - Neighborhood Restricted,2015-03-31,2022-12-31,"JUNG ENTERPRISE, INC.",@ Union,,In one room on the first floor with kitchen in the rear and storage in the basement.,,12:00 AM,12:30 AM,46.0," Jung Enterprises, Inc.", JINSUN CHO NILAND,,,174-  Harvard AVE,allston,MA,02134,"174-  Harvard AVE, Allston, MA, 02134",42.35131700031965,-71.13124900082794
227,LB-139775,,Active,Retail Malt Wine,2015-03-31,2022-12-31,"Nguyenvu Pham Vo, Individual",777 Convenience Store,No singles to be sold,1300 square feet in one room with storage in back with one entrance and one exit.,,10:00 p.m.,,0.0," Nguyenvu Pham Vo, Individual", Nguyenvu Pham Vo,(857)205-3290,,267-269   Main ST,charlestown,MA,02129,"267-269   Main ST, Charlestown, MA, 02129",42.37720999963222,-71.06636000082747
228,LB-138053,,Active,CV7ALN - Neighborhood Restricted,2015-03-31,2022-12-31,"154 Maverick, LLC",Maverick House Tavern,,In 5 rooms on the first floor. Kitchen in the rear with storage in the kitchen and sub-basement with 2 exits. 1 in the front and 1 in the rear. Also to include an outdoor seasonal patio on private property for 28 patrons between the hours of 7:00 a.m. - 11:00 p.m.  24 Interior & 28 Exterior.,,1:00 AM,1:30 AM,115.0, 154 MAVERICK LLC, JOHN TYLER,(617)571-9031,,154-   Maverick ST,eastboston,MA,02128,"154-   Maverick ST, East Boston, MA, 02128",42.36990800028781,-71.03791300165135
229,LB-139449,,Active,CV7ALN - Neighborhood Restricted,2015-03-17,2022-12-31,"Tres Gatos, LLC",Tres Gatos,,"Restaurant in four rooms on first floor, including kitchen in front; 2 bathrooms; and storage in basement; includes outside patio for 15 patrons on private property between the hours of Noon - 10:00 p.m. (Monday - Friday); and 10:00 a.m. - 1:00 a.m. (Saturday & Sunday); 1 entrance; 2 exits.",,Midnight,12:30 AM,49.0, Tres Gatos L L C, DAVID DOYLE,(617)524-6622,(857)719-9294,470     Centre ST,jamaicaplain,MA,02130,"470     Centre ST, Jamaica Plain, MA, 02130",42.31908999954716,-71.1116400008333
230,LB-139452,,Active,CV7 All Alc. Restrict.,2015-03-12,2022-12-31,"South End Partners, Inc.",SRV RESTAURANT,,On first floor with kitchen to rear. Bar area for approximately 16 patrons. Dining area for approximately 90 patrons. No separation between dining and bar area. Courtyard patio on private property with 40 patrons. Public sidewalk patio for 20 patrons. Both patios with an 11:00 p.m. Closing Hour. ,,1:00 AM,1:30 AM,168.0," South End Partners, Inc.", JAMES COCHENER,(617)308-8607,,569-575   Columbus AVE,roxbury,MA,02118,"569-575   Columbus AVE, Roxbury, MA, 02118",42.340990000033266,-71.08164000100408
231,LB-138680,,Active,Retail All Alc.,2015-03-04,2022-12-31,"vinodivino 4, LLC",vinodivino,No sale nips or singles,"Approximately 1,275 square feet of space on the ground level with storage. Main entrance/exit from parking lot.",,9:30 p.m.,,0.0," vinodivino 4, LLC", Raphael Keller-Go,(617)331-6004,,175-0   Cambridge ST,boston,MA,02114,"175-0   Cambridge ST, Boston, MA, 02114",42.3614170621713,-71.06601868174343
232,LB-138923,,Active,Retail Malt Wine,2015-02-24,2022-12-31,"Maria Store, Inc.",,No sale single beers,In one room on first floor; basement for storage.,,11:00 p.m.,,0.0," Maria Store, Inc.", Trung (John) Nguyen,(617)288-8688,,779-   Dorchester AVE,dorchester,MA,02125,"779-   Dorchester AVE, Dorchester, MA, 02125",42.32405000003723,-71.05704000128911
233,LB-134971,,Active,CV7ALN - Neighborhood Restricted,2015-02-20,2022-12-31,"South Street Group, Inc.",Derna's,,"In two rooms on first floor, with a bar with 12 seats, kitchen in rear. Food prep & storage in basement. Also to include an outdoor patio on private property with seating for 48 between the hours of 6:00 a.m. - 1:00 a.m.",,1:00 a.m.,1:30 a.m.,42.0," South Street Group, Inc.", Stephen Judge,(617)325-5100,,753-   South ST,roslindale,MA,02131,"753-   South ST, Roslindale, MA, 02131",42.2871963968916,-71.12924106483604
234,LB-138437,,Active,CV7 Malt Wine,2015-02-18,2022-12-31,LMPBTR LLC,Silver Dove Afternoon Tea,,"Premise consists of: In one room on ground floor consisting of banquet seating, dining table(s), and two beverage service stations, restrooms and kitchen towards rear; storage in basement (1,148sf total).",,10:00 PM,10:30 PM,0.0," LMPBTR, LLC", Patrick Brewster,,,18-  Tremont St,boston,MA,02108,"18-  Tremont St, Boston, MA, 02108",42.3585972752924,-71.05958194475963
235,LB-139871,,Active,CV7 Malt Wine Liq.,2015-02-05,2022-12-31,"CabanaLV, Inc.",CABANA GRILL,1 MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS POOL TABLE,In one room and kitchen on the first floor; one room and kitchen on the second floor; cellar for stock.,,2:00 AM,2:30 AM,87.0," CABANALV, INC.", PEDRO LOPEZ,,,254-  Bennington ST,eastboston,MA,02128,"254-  Bennington ST, East Boston, MA, 02128",42.378610000331285,-71.02936000125914
236,LB-137391,,Active,Retail All Alc.,2015-01-30,2022-12-31,"HOLY CROSS INVESTMENTS, INC.",7-Eleven 33445B,Board acknowledged granted petition to open 10 00 m on Sundays,1 floor of retail space on street level. Cooler at the back of the store. Storage located in the backroom. 1 entrance and exit at front of store.,,11:00 p.m.,,0.0, Holy Cross Investments Inc., Bahaa Megelly,(617)737-2695,,200-  Seaport BLVD,boston,MA,02210,"200-  Seaport BLVD, Boston, MA, 02210",42.35001000004083,-71.0409900011875
237,LB-138282,,Active,Retail All Alc.,2015-01-23,2022-12-31,STRIDE CORPORATION,Sava's Market,May start sales on Sundays 10 00 m CONDITION NO NIPS,On street level of a two story building with storage in the basement.  Has a single entrance in the front and a single exit on the left side.,,11:00 PM,,0.0, STRIDE CORPORATION, KARAN A. PATEL,,(617)567-7832,150-  Bennington ST,eastboston,MA,02128,"150-  Bennington ST, East Boston, MA, 02128",42.376984360460625,-71.0335727685547
238,LB-135812,,Active,CV7MWLN - Neighborhood Restricted,2015-01-22,2022-12-31,"JV Kitchen, LLC",El Barrio Mexican Grill,<FONT size=5></FONT>,"720 square foot restaurant with 6 tables and 18 seats. In one room with kitchen, basement for storage.",,Midnight,12:30 PM,18.0, JV Kitchen LLC, Joandry J. Vasquez,(617)331-1919,,1782-  Dorchester AVE,dorchester,MA,02124,"1782-  Dorchester AVE, Dorchester, MA, 02124",42.289740000002745,-71.06296000125387
239,LB-135034,,Active,CV7ALN - Neighborhood Restricted,2015-01-12,2022-12-31,"PHO LE, LLC",Pho Le Restaurant,,"Open spaced dining room approximately 2500 square feet. One front entrance/exit and two other exits - one is towards the left side of the dining room and the other is towards the right, through the kitchen with service bar to the right of the exit.",,11:00 p.m.,11:30 p.m.,99.0," PHO LE, LLC", Tran Le,(617)780-5973,(617)780-1939,1356-   Dorchester AVE,dorchester,MA,02122,"1356-   Dorchester AVE, Dorchester, MA, 02122",42.30440072264484,-71.05896125025642
240,LB-134980,,Active,CV7ALN - Neighborhood Restricted,2015-01-09,2022-12-31,SANTA'S FOOD CORPORATION,Ricon Caribeno Restaurant,,,,1:00 AM,1:30 AM,99.0, SANTA'S FOOD CORPORATION, DAWRYN PINALES,,(617)697-5061,18-   Fairmount AVE,hydepark,MA,02136,"18-   Fairmount AVE, Hyde Park, MA, 02136",42.255693652812226,-71.12080013650564
241,LB-138888,,Active,CV7 Malt Wine Liq.,2014-12-29,2022-12-31,JIMOTHY LLC,ROZA LYONS,,"1st floor unit to be licensed, 1 main room with bar in front, kitchen & dinning room in middle, 1 entrance, 2 exits, 3 bathrooms in rear (1233 sq ft), basement for storage and food prep (1163 sq ft), Total Sq Ft =2396. ",,1:00 AM,1:30 AM,72.0, JIMOTHY LLC, ROBERT FITZHARRIS,(617)513-0950,(,709- E Broadway ,southboston,MA,02127,"709- E Broadway , South Boston, MA, 02127",42.3354200000052,-71.03700000127276
